Reference	ID	Tags	SupportReference	Quote	OrigQuote	Occurrence	Note
12:4	jgj7		rc://*/ta/man/translate/figs-metonymy	the house of Judah	וְ⁠עַל בֵּ֤ית יְהוּדָה֙	0	Here “house” represents people. Alternate translation: “the people of Judah”
12:5	g3n8		rc://*/ta/man/translate/figs-metonymy	say in their hearts	~וְ⁠אָֽמְר֛וּ בְּ⁠לִבָּ֑⁠ם	0	Here “hearts” represents a person’s mind. Alternate translation: “think to themselves” or “say to themselves”
12:5	w95z		rc://*/ta/man/translate/figs-abstractnouns	are our strength	~	0	If your language does not use an abstract noun for the idea behind the word **strength**, you can express the same idea with a verbal form such as “strong” or “encourage.” Alternate translation: “make us strong” or “encourage us”
12:5	u38m			Yahweh of hosts, their God	בַּ⁠יהוָ֥ה צְבָא֖וֹת אֱלֹהֵי⁠הֶֽם	0	Alternate translation: “Yahweh of hosts, the God they worship”
12:6	zv3y		rc://*/ta/man/translate/figs-simile	like firepots among wood … standing grain	~	0	This simile means Yahweh will enable the leaders of Judah to be strong and able to lead the people to defeat their enemies. Alternate translation: “like firepots among stacked firewood … unharvested stalks of grain standing in a field”
12:6	cjb8			firepots	כְּֽ⁠כִיּ֧וֹר אֵ֣שׁ	0	clay pots in which ancient people often carried burning coals
12:6	vm57			flaming torch	וּ⁠כְ⁠לַפִּ֥יד	0	a wooden stick that is burning at one end which gives light as one travels or carries fire somewhere
12:6	iv6n		rc://*/ta/man/translate/figs-metaphor	will consume all the surrounding peoples	~וְ⁠אָ֨כְל֜וּ כָּל סָבִ֑יב הָ⁠עַמִּ֖ים	0	Completely destroying the peoples is spoken of as if the people of Judah will “devour” them. Alternate translation: “will destroy the surrounding peoples”
12:6	l53t		rc://*/ta/man/translate/figs-merism	on their right and on their left	~יָמִ֧ין וְ⁠עַל אֶת שְׂמֹ֛אול	0	Here “right” and “left” represent every direction. Alternate translation: “in every direction”
12:6	hh2l		rc://*/ta/man/translate/figs-metonymy	Jerusalem will again live in her own place	~יְרוּשָׁלִַ֥ם בִּ⁠ירוּשָׁלִָֽם ע֛וֹד וְ⁠יָשְׁבָ֨ה אֵשׁ֙ תַּחְתֶּ֖י⁠הָ	0	Here “Jerusalem” represents the people who live there. Alternate translation: “The people of Jerusalem will again live in their own city”
12:7	qxb1				~	0	# General Information:\n\nThese verses continue telling about the coming attack against Jerusalem and how God will rescue the city.
12:7	nba7		rc://*/ta/man/translate/figs-metonymy	the tents of Judah	אָהֳלֵ֥י יְהוּדָ֖ה	0	Here “tents” represents homes, and homes represent the people who live in them. Alternate translation: “the people of Judah”
12:7	h87n		rc://*/ta/man/translate/figs-metonymy	the house of David	בֵּית דָּוִ֗יד	0	This could mean: (1) the descendants of David or (2) the ruling class of people.
12:8	ys6n		rc://*/ta/man/translate/figs-simile	those who are weak among them will be like David	~בָּ⁠הֶ֛ם הַ⁠ה֖וּא הַ⁠נִּכְשָׁ֥ל וְ⁠הָיָ֞ה	0	This simile means those who are weak will be strong. Alternate translation: “those who are weak will be strong like David”
12:8	zz25			the angel of Yahweh	כְּ⁠מַלְאַ֥ךְ יְהוָ֖ה	0	This is an angel sent by Yahweh to protect the people.
12:10	f9d7		rc://*/ta/man/translate/figs-metaphor	I will pour out a spirit of compassion and pleading on the house of David and the inhabitants of Jerusalem	~וְ⁠שָׁפַכְתִּי֩ ר֤וּחַ חֵן֙ וְ⁠תַ֣חֲנוּנִ֔ים עַל וְ⁠עַ֣ל בֵּ֨ית דָּוִ֜יד יוֹשֵׁ֣ב יְרוּשָׁלִַ֗ם	0	Causing the people to be compassionate and to plead is spoken of as if the spirit were a liquid that Yahweh would pour on them. Alternate translation: “I will cause the house of David and inhabitants of Jerusalem to have mercy on others and to pray to me for mercy”
12:10	dtc6			a spirit of compassion and pleading	ר֤וּחַ חֵן֙ וְ⁠תַ֣חֲנוּנִ֔ים	0	Here this means to have a characteristic of compassion and pleading.
12:10	c3sx		rc://*/ta/man/translate/figs-metonymy	the house of David	~וְ⁠עַ֣ל בֵּ֨ית דָּוִ֜יד	0	Here “house” represents descendants. Alternate translation: “the descendants of David”
12:10	zpa3			the one they have pierced	~אֵ֣ת דָּקָ֑רוּ	0	Alternate translation: “the one whom they stabbed to death”
12:10	rxx7		rc://*/ta/man/translate/figs-ellipsis	for an only son	~	0	It is understood that the “son” has died. Alternate translation: “for an only son who has died”
12:11	mcu4		rc://*/ta/man/translate/translate-names	the laments in Jerusalem will be like the laments at Hadad Rimmon	יִגְדַּ֤ל הַ⁠מִּסְפֵּד֙ בִּ⁠יר֣וּשָׁלִַ֔ם כְּ⁠מִסְפַּ֥ד הֲדַדְ רִמּ֖וֹן	0	Hadad Rimmon may have been the place where the good King Josiah died of battle wounds after the Battle of Megiddo. It appears that the custom arose to hold periodic mourning there for his death. Some people, however, think that Hadad Rimmon was the name of a false god who was believed to die every year, an event for which his worshipers would go into mourning. (See also: [[rc://*/ta/man/translate/figs-explicit]])
12:11	qg93		rc://*/ta/man/translate/translate-names	Megiddo	מְגִדּֽוֹן	0	This is the name of a plain in Israel.
12:12	jj6q		rc://*/ta/man/translate/figs-metonymy	The land will mourn	~הָ⁠אָ֔רֶץ וְ⁠סָפְדָ֣ה	0	This represents all the people living in the land of Judah. Alternate translation: “All the people in the land of Judah will mourn”
12:12	qth7		rc://*/ta/man/translate/figs-metonymy	The clan of the house of David … The clan of the house of Nathan	~	0	Here “house” represents descendants. Alternate translation: “The descendants of David … The descendants of Nathan”
12:13	r6fc		rc://*/ta/man/translate/figs-metonymy	The clan of the house of Levi	מִשְׁפַּ֤חַת בֵּית לֵוִי֙	0	Here “house” represents descendants. Alternate translation: “The descendants of Levi”
13:intro	jz2l					0	# Zechariah 13 General Notes\n\n## Structure and formatting\n\nThis chapter is written partly in prose and partly in poetry.\n\nSome translations set each line of poetry farther to the right than the rest of the text to make it easier to read. The ULT does this with the poetic song in 13:7–9.\n\n## Special concepts in this chapter\n\nZechariah often speaks of the last days by using the phrase “that day” or “in that day.” When referencing a future “day,” the translator should be aware that it is possible that the author is speaking about the last days. (See: [[rc://*/tw/dict/bible/kt/lastday]])
13:1	f2a5		rc://*/ta/man/translate/figs-metaphor	a spring will be opened … for their sin and impurity	~	0	Forgiving the people’s sins is spoken of as if a spring of water will wash away their sins. If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “it will be like a spring opens … to cleanse their sin and impurity” (See also: [[rc://*/ta/man/translate/figs-activepassive]])
13:1	f3zc			a spring	מָק֣וֹר	0	a place where water flows naturally out of the ground
13:1	s36v		rc://*/ta/man/translate/figs-metonymy	the house of David	לְ⁠בֵ֥ית דָּוִ֖יד	0	Here “house” represents descendants. Alternate translation: “the descendants of David”
13:2	x2wt		rc://*/ta/man/translate/figs-123person	this is the declaration of Yahweh of hosts	~וְ⁠הָיָה֩ נְאֻ֣ם יְהוָ֣ה צְבָא֗וֹת	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated this in [Zechariah 1:3](../01/03.md). Alternate translation: “this is what Yahweh of hosts has declared” or “this is what I, Yahweh of hosts, have declared”
13:2	v452		rc://*/ta/man/translate/figs-metaphor	I will cut off the names of the idols from the land	~אֶת אַכְרִ֞ית שְׁמ֤וֹת הָֽ⁠עֲצַבִּים֙ מִן הָ⁠אָ֔רֶץ	0	Causing the people to no longer mention the names of idols is spoken of as if Yahweh would “cut off the names of the idols from the land.” Alternate translation: “I will cause the people to no longer mention the names of the idols”
13:2	u9ue		rc://*/ta/man/translate/figs-idiom	they will no longer be remembered	~וְ⁠אֶת וְ⁠לֹ֥א ע֑וֹד יִזָּכְר֖וּ	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “so that they no longer think about the idols” (See also: [[rc://*/ta/man/translate/figs-activepassive]])
13:2	mck6		rc://*/ta/man/translate/figs-metaphor	I will remove the prophets and the spirit of impurity from the land	~וְ⁠גַ֧ם אַעֲבִ֥יר הַ⁠נְּבִיאִ֛ים אֶת ר֥וּחַ הַ⁠טֻּמְאָ֖ה מִן הָ⁠אָֽרֶץ	0	The prophets may refer to “false prophets.” The spirit of impurity is spoken of as if it were physically unclean. Alternate translation: “I will also remove from the land the false prophets and their evil spirits”
13:3	l7gb		rc://*/ta/man/translate/figs-explicit	to prophesy	~אֵ֠לָי⁠ו יִנָּבֵ֣א	0	It is implied that these are false prophecies. Alternate translation: “to prophesy falsely”
13:3	rx4l		rc://*/ta/man/translate/figs-distinguish	his father and mother who bore him	~אָבִ֨י⁠ו כִּֽי וְ⁠אִמּ֤⁠וֹ יֹֽלְדָי⁠ו֙	0	The phrase “who bore him” describes “his father and mother” in order to express surprise that someone’s own parents would treat him in this way. Alternate translation: “his own father and mother”
13:3	s24k			You will not live	~עוֹד֒ לֹ֣א תִֽחְיֶ֔ה	0	This can be stated in positive form. Alternate translation: “You must die”
13:3	w2sb		rc://*/ta/man/translate/figs-metonymy	you speak lies in the name of Yahweh	~דִּבַּ֖רְתָּ שֶׁ֥קֶר וְ⁠הָיָ֗ה בְּ⁠שֵׁ֣ם יְהוָ֑ה	0	Speaking in the name of someone means speaking with his power and authority, or as his representative. Alternate translation: “you claim to speak for Yahweh but you speak lies”
13:3	bap1			will pierce	וּ⁠דְקָרֻ֜⁠הוּ	0	Alternate translation: “will stab and kill him”
13:4	u383		rc://*/ta/man/translate/figs-explicit	each prophet	~אִ֥ישׁ הַ⁠נְּבִיאִ֛ים	0	This implies false prophets. Alternate translation: “every false prophet”
13:4	jx8d		rc://*/ta/man/translate/figs-explicit	no longer wear a hairy cloak	~וְ⁠לֹ֧א יִלְבְּשׁ֛וּ שֵׂעָ֖ר אַדֶּ֥רֶת	0	Prophets often wore heavy outer garments made of animal hair.
13:5	wud8			I am a man who works the soil	אִישׁ עֹבֵ֤ד אֲדָמָה֙	0	Alternate translation: “I am a farmer”
13:5	ip2z			the land became my work while I was still a young man	~כִּ֥י אָנֹ֔כִי הִקְנַ֥⁠נִי מִ⁠נְּעוּרָֽ⁠י אָדָ֖ם	0	Some versions of the Bible translate this as “a man sold me as a slave when I was young.” Alternate translation: “I became a farmer when I was young”
13:6	q1gg		rc://*/ta/man/translate/figs-explicit	What are these wounds between your arms?	~מָ֧ה הָ⁠אֵ֖לֶּה הַ⁠מַּכּ֛וֹת בֵּ֣ין	0	“How did you get those cuts on your chest?” This refers to the apparent custom of false prophets wounding themselves in their ceremonies.
13:6	f1cf		rc://*/ta/man/translate/figs-explicit	he will answer	יָדֶ֑י⁠ךָ	0	It is implied that his answer is a lie. Alternate translation: “he will lie to him saying”
13:7	l7mc		rc://*/ta/man/translate/writing-poetry		~	0	# General Information:\n\nZechariah often wrote prophecy in the form of poetry. Hebrew poetry uses different kinds of parallelism. Here Yahweh begins speaking. (See also: [[rc://*/ta/man/translate/figs-parallelism]])
13:7	c9hl		rc://*/ta/man/translate/figs-personification	Sword! Rouse yourself against my shepherd	~חֶ֗רֶב עוּרִ֤י וְ⁠עַל רֹעִ⁠י֙	0	“You, sword! Go and attack my shepherd.” Here Yahweh speaks to a sword as if it were a person. Here it represents enemies. Alternate translation: “You, enemies! Go and attack my shepherd”
13:7	z2t4		rc://*/ta/man/translate/figs-metaphor	my shepherd	רֹעִ⁠י֙	0	This speaks of a servant of Yahweh as if he were a shepherd. Alternate translation: “my servant who is like a shepherd”
13:7	r27c		rc://*/ta/man/translate/figs-123person	this is the declaration of Yahweh of hosts	נְאֻ֖ם יְהוָ֣ה צְבָא֑וֹת	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated this in [Zechariah 1:3](../01/03.md). Alternate translation: “this is what Yahweh of hosts has declared” or “this is what I, Yahweh of hosts, have declared”
13:7	ttv9		rc://*/ta/man/translate/figs-metaphor	the flock will scatter	~הַ⁠צֹּ֔אן וּ⁠תְפוּצֶ֣יןָ	0	The people of God are spoken of as if they were sheep. Alternate translation: “my people will run away like sheep”
13:7	kp5p		rc://*/ta/man/translate/figs-idiom	I will turn my hand against the lowly ones	וַ⁠הֲשִׁבֹתִ֥י יָדִ֖⁠י עַל הַ⁠צֹּעֲרִֽים	0	The idiom “turn my hand against” means to act hostile towards someone. Alternate translation: “I will attack the lowly ones”
13:7	tys6			the lowly ones	עַל הַ⁠צֹּעֲרִֽים	0	This probably refers to all the Israelites who are weak and defenseless.
13:8	u8xd		rc://*/ta/man/translate/figs-metaphor	that two-thirds of it will be cut off! Those people will perish; only one-third will remain there	~שְׁנַ֣יִם יִכָּרְת֖וּ בָּ֔⁠הּ יִגְוָ֑עוּ וְ⁠הַ⁠שְּׁלִשִׁ֖ית יִוָּ֥תֶר פִּֽי בָּֽ⁠הּ	0	People being killed is spoken of as if they are cut off like cloth is cut from a garment or a branch is cut from a plant. Alternate translation: “that two out of every three people will die! Only one person out of three will remain in the land” (See also: [[rc://*/ta/man/translate/translate-fraction]])
13:9	ac7v		rc://*/ta/man/translate/figs-metaphor	I will bring that third through the fire	~וְ⁠הֵבֵאתִ֤י וְ⁠ה֥וּא הַ⁠שְּׁלִשִׁית֙ בָּ⁠אֵ֔שׁ	0	Metal is passed through fire in order to purify or harden it. This expression serves here as a metaphor for exposing the people to suffering in order that they may become more faithful to God.
13:9	h19l		rc://*/ta/man/translate/figs-metaphor	refine them as silver is refined; I will test them as gold is tested	~וּ⁠צְרַפְתִּי⁠ם֙ אֶת הַ⁠כֶּ֔סֶף כִּ⁠צְרֹ֣ף וּ⁠בְחַנְתִּ֖י⁠ם אֶת הַ⁠זָּהָ֑ב כִּ⁠בְחֹ֣ן	0	Refining refers to making precious metals such as silver more pure. Metals such as silver and gold are tested in order to discover how pure or strong they are. Both refining and testing are here metaphors for making the people more faithful to God.
13:9	ru4e		rc://*/ta/man/translate/figs-metonymy	They will call on my name	~ה֣וּא יִקְרָ֣א אֹת֔⁠וֹ בִ⁠שְׁמִ֗⁠י	0	Here “name” represents Yahweh. Alternate translation: “They will call out to me”
14:intro	ljq3					0	# Zechariah 14 General Notes\n\n## Structure and formatting\n\nThis chapter is written in prose about Jerusalem during the last days. (See: [[rc://*/tw/dict/bible/kt/lastday]])\n\n## Special concepts in this chapter\n\n### Last days\n\nZechariah often speaks of the last days by using the phrase “that day” or “in that day.” When referencing a future “day,” the translator should be aware that it is possible that the author is speaking about the last days.
14:1	zs1r				~	0	# General Information:\n\nThis chapter describes the final war for the city of Jerusalem and how God will save it.
14:1	a7h2		rc://*/ta/man/translate/figs-metaphor	A day for Yahweh is coming when your plunder will be divided in your midst	~יֽוֹם לַֽ⁠יהוָ֑ה בָּ֖א שְׁלָלֵ֖⁠ךְ וְ⁠חֻלַּ֥ק בְּ⁠קִרְבֵּֽ⁠ךְ	0	A future time is spoken of as if “a day is coming.” The phrase “will be divided” can be stated in active form. Alternate translation: “Soon Yahweh will judge you, and he will allow your enemies to take all of your possessions and divide if for themselves while you watch” (See also: [[rc://*/ta/man/translate/figs-activepassive]])
14:2	q4hu		rc://*/ta/man/translate/figs-hyperbole	I will gather every nation against Jerusalem for battle	~וְ⁠אָסַפְתִּ֨י כָּל הַ⁠גּוֹיִ֥ם אֶֽל יְרוּשָׁלִַם֮ הָ⁠עִיר֙ לַ⁠מִּלְחָמָה֒	0	Here “every nation” is a generalization that means “many nations.” Alternate translation: “I will cause many nations to attack Jerusalem”
14:2	qi2n		rc://*/ta/man/translate/figs-activepassive	the city will be captured	~הָ⁠עִֽיר וְ⁠נִלְכְּדָ֣ה	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “your enemies will capture the city”
14:2	lk8a		rc://*/ta/man/translate/figs-activepassive	The houses will be plundered and the women raped	~הַ⁠בָּ֣תִּ֔ים וְ⁠נָשַׁ֨סּוּ֙ וְ⁠הַ⁠נָּשִׁ֖ים תשגלנה	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “Enemies will plunder the houses and rape the women”
14:2	cej1		rc://*/ta/man/translate/figs-activepassive	the remainder of the people will not be cut off from the city	וְ⁠יֶ֣תֶר הָ⁠עָ֔ם לֹ֥א יִכָּרֵ֖ת מִן	0	Not removing people from the city is spoken of as if the people will not be “cut off.” If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “your enemies will allow the remaining people to stay in the city”
14:3	l9z1				~	0	# General Information:\n\nThese verses continue the description of the final war for the city of Jerusalem and of how God will save it. In this prophecy, Yahweh is described as a warrior who will come and fight in battle.
14:3	m5ez			as when he wages war on the day of battle	כְּ⁠י֥וֹם הִֽלָּחֲמ֖⁠ו בְּ⁠י֥וֹם קְרָֽב	0	Alternate translation: “just as he fought battles in the past”
14:4	v1g4			On that day	~אֲשֶׁ֨ר בַּ⁠יּוֹם	0	Alternate translation: “At that time”
14:4	ak3r		rc://*/ta/man/translate/figs-synecdoche	his feet will stand on the Mount of Olives	~רַגְלָ֣י⁠ו וְ⁠עָמְד֣וּ עַל הַ֨ר הַ⁠זֵּיתִ֤ים	0	Here “feet” represents Yahweh. Alternate translation: “he will stand on the Mount of Olives”
14:4	kpm4		rc://*/ta/man/translate/figs-activepassive	The Mount of Olives will be split … by a very great valley	~	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “The presences of Yahweh will split the Mount of Olives … causing there to be a very great valley”
14:5	x9i7				~	0	# General Information:\n\nThese verses continue the description of the final war for the city of Jerusalem and of how God will save her.
14:5	u952		rc://*/ta/man/translate/figs-you	you will flee	וְ⁠נַסְתֶּ֣ם	0	Here “you” is plural and refers to the people of Jerusalem.
14:5	n974			between Yahweh’s mountains	הָרִים֮	0	This refers to the mountains created after the Mount of Olives split in half.
14:5	q9u5		rc://*/ta/man/translate/translate-names	Azel	אָצַל֒	0	This is the name of a town or village east of Jerusalem.
14:5	d8ly		rc://*/ta/man/translate/figs-explicit	You will flee just as you fled	וְ⁠נַסְתֶּ֗ם כַּ⁠אֲשֶׁ֤ר נַסְתֶּם֙	0	Here “You will” refers to the people of Jerusalem. But, “you fled” refers to their ancestors since this describes an event that happened many years earlier. Alternate translation: “You will flee just as your ancestors fled”
14:5	n1lh		rc://*/ta/man/translate/figs-idiom	in the days of Uzziah, king of Judah	בִּ⁠ימֵ֖י עֻזִּיָּ֣ה מֶֽלֶךְ יְהוּדָ֑ה	0	Here “in the days” is an idiom that refers to the time when Uzziah was king. Alternate translation: “when Uzziah was king of Judah”
14:5	mw1g			the holy ones	קְדֹשִׁ֖ים	0	This probably refers to God’s angels.
14:6	g29k				~	0	# General Information:\n\nThese verses continue the description of the final war for the city of Jerusalem and of how God will save her.
14:6	qjd1			On that day	~הַ⁠ה֑וּא בַּ⁠יּ֣וֹם	0	Alternate translation: “At that time”
14:6	z2kn		rc://*/ta/man/translate/figs-explicit	there will be no light	~וְ⁠הָיָ֖ה יִהְיֶ֣ה לֹֽא א֔וֹר	0	It is implied that there will be no light from the sun. Alternate translation: “there will be no light from the sun”
14:7	yli2		rc://*/ta/man/translate/figs-activepassive	a day known only to Yahweh	~י֣וֹם יִוָּדַ֥ע אֶחָ֗ד לַֽ⁠יהוָ֖ה	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “only Yahweh knows when that day will begin” or “only Yahweh knows when that time will begin”
14:8	v254		rc://*/ta/man/translate/figs-idiom	living waters	~חַיִּים֙ מַֽיִם	0	This normally means running or flowing water, rather than still or stagnant water.
14:8	wpw5			the eastern sea	~הַ⁠קַּדְמוֹנִ֔י הַ⁠יָּם֙	0	This refers to the Dead Sea, which is east of Jerusalem.
14:8	uks5			the western sea	~הָ⁠אַחֲר֑וֹן הַ⁠יָּ֣ם	0	This refers to the Mediterranean Sea.
14:9	k9gf				~	0	# General Information:\n\nThese verses continue the description of the final war for the city of Jerusalem and of how God will save her.
14:9	r6ni		rc://*/ta/man/translate/figs-metonymy	there will be Yahweh, the one God, and his name alone	יִהְיֶ֧ה יְהוָ֛ה אֶחָ֖ד וּ⁠שְׁמ֥⁠וֹ אֶחָֽד	0	Here “name” represents Yahweh’s reputation or character. Alternate translation: “people will know that Yahweh is the only true God” or “people will only worship Yahweh, the one true God”
14:10	wmv3		rc://*/ta/man/translate/figs-explicit	All the land	כָּל הָ⁠אָ֤רֶץ	0	It is implied that this is the land of Judah. Alternate translation: “All the land of Judah”
14:10	sj4y		rc://*/ta/man/translate/translate-names	Arabah	כָּ⁠עֲרָבָה֙	0	This is the name of a plain in the Jordan River Valley.
14:10	sxq5		rc://*/ta/man/translate/translate-names	Geba	מִ⁠גֶּ֣בַע	0	This is the name of a town on the northern border of Judah.
14:10	rz4c		rc://*/ta/man/translate/translate-names	Rimmon	לְ⁠רִמּ֔וֹן	0	This is the name of a town south of Jerusalem.
14:10	uk8u		rc://*/ta/man/translate/grammar-connect-words-phrases	Jerusalem will continue to be raised up	~יִסּ֨וֹב וְ⁠יָשְׁבָ֨ה וְֽ⁠רָאֲמָה֩	0	This contrasts Jerusalem, which will remain at a higher elevation, to the surrounding area, which is lower in elevation. The contrast can be indicated by adding the word “but.” This can also be stated in active form. Alternate translation: “But, Jerusalem will remain high up” (See also: [[rc://*/ta/man/translate/figs-activepassive]])
14:10	eay1		rc://*/ta/man/translate/translate-names	the Benjamin Gate … the first gate … the Corner Gate	~	0	These are names of gates in the northeast part of city wall of Jerusalem. This could mean: (1) “the first gate” and “the Corner Gate” refer to the same gate or (2) “the first gate” and “the Corner gate” are separate gates. (See also: [[rc://*/ta/man/translate/figs-explicit]])
14:10	t1rw		rc://*/ta/man/translate/translate-names	the Tower of Hananel	וּ⁠מִגְדַּ֣ל חֲנַנְאֵ֔ל	0	This refers to a strong point in the city defenses on the northern wall. It was probably built by a man named Hananel.
14:10	rki8		rc://*/ta/man/translate/figs-explicit	the king’s winepresses	~הַ⁠מֶּֽלֶךְ יִקְבֵ֥י	0	This probably refers to the place where wine was made for the royal family. It was located in the southwest part of Jerusalem.
14:11	gbk1		rc://*/ta/man/translate/figs-metonymy	Jerusalem will live in safety	~יְרוּשָׁלִַ֖ם וְ⁠יָשְׁבָ֥ה לָ⁠בֶֽטַח	0	Here “Jerusalem” represents the people. Alternate translation: “The people will live safely in Jerusalem”
14:12	qiz5				~	0	# General Information:\n\nThese verses continue the description of the final war for the city of Jerusalem and of how God will save her.
14:12	wg9q			even as they are standing on their feet	וְ⁠הוּא֙ עֹמֵ֣ד עַל רַגְלָ֔י⁠ו	0	“while they are still standing up.” This emphasizes how quickly their flesh will rot away. They will not even have time to lie down.
14:13	w6fr		rc://*/ta/man/translate/figs-abstractnouns	that great fear from Yahweh will come among them	~וְ⁠הָיָה֙ רַבָּ֖ה מְהֽוּמַת יְהוָ֛ה בָּ⁠הֶ֑ם וְ⁠הֶחֱזִ֗יקוּ יָד֖⁠וֹ	0	If your language does not use an abstract noun for the idea behind the word **fear**, you can express the same idea with a verbal form such as “terrified.” Alternate translation: “Yahweh will cause the people to be very terrified”
14:13	yl73		rc://*/ta/man/translate/figs-idiom	Each one will seize the hand of another, and the hand of one will be raised up against the hand of another	~אִ֚ישׁ רֵעֵֽ⁠הוּ יַ֥ד רֵעֵ֔⁠הוּ יַ֣ד תִּֽהְיֶ֧ה וְ⁠עָלְתָ֥ה עַל	0	These are idioms that refer to being hostile towards another person. Alternate translation: “Each person will grab someone, and they will fight each other”
14:14	jps4				~	0	# General Information:\n\nThese verses continue the description of the final war for the city of Jerusalem and of how God will save her.
14:14	n8dy		rc://*/ta/man/translate/figs-metonymy	Judah will also fight against Jerusalem	~יְהוּדָ֔ה וְ⁠גַ֨ם תִּלָּחֵ֖ם בִּ⁠ירֽוּשָׁלִָ֑ם	0	Here “Judah” and “Jerusalem” represent the people that live there. Alternate translation: “Even the other people in Judah will fight against the people of Jerusalem”
14:14	h6q8			Judah will also fight against Jerusalem	~יְהוּדָ֔ה וְ⁠גַ֨ם תִּלָּחֵ֖ם בִּ⁠ירֽוּשָׁלִָ֑ם	0	Some versions of the Bible read, “Judah will also fight at Jerusalem.”
14:14	up2x			They will gather the wealth	וְ⁠אֻסַּף֩ חֵ֨יל	0	Alternate translation: “They will capture all the valuable possessions”
14:14	q411			in great abundance	מְאֹֽד	0	Alternate translation: “in great quantities”
14:16	wx98				~	0	# General Information:\n\nThese verses continue the description of the final war for the city of Jerusalem and of how God will save her.
14:16	rf9t		rc://*/ta/man/translate/figs-idiom	that came against Jerusalem	הַ⁠בָּאִ֖ים עַל יְרֽוּשָׁלִָ֑ם	0	Here “came against” is an idiom. Alternate translation: “that attacked Jerusalem”
14:16	y2h6			will instead go up from year to year	~מִ⁠דֵּ֧י וְ⁠עָל֞וּ שָׁנָ֣ה בְ⁠שָׁנָ֗ה	0	Alternate translation: “will instead go to Jerusalem every year”
14:16	ryt4			the Festival of Shelters	~וְ⁠לָ⁠חֹ֖ג חַ֥ג הַ⁠סֻּכּֽוֹת	0	Alternate translation: “the Festival of Tabernacles” or “the Festival of Booths” or “the Festival of Tents”
14:18	q1tm		rc://*/ta/man/translate/figs-metaphor	A plague from Yahweh will attack the nations	~הַ⁠מַּגֵּפָ֗ה אֶת יְהוָה֙ יִגֹּ֤ף הַ⁠גּוֹיִ֔ם	0	Causing people to suffer from a plague is spoken of as if the plague would attack the people like an army. Alternate translation: “Yahweh will cause a plague among the people of the nations”
14:19	ai96				~	0	# General Information:\n\nThese verses continue the description of the final war for the city of Jerusalem and of how God will save her.
14:20	q1hq				~	0	# General Information:\n\nThese verses continue the description of the final war for the city of Jerusalem and of how God will save her.
14:20	j9sd			the bells of the horses will say	~	0	Alternate translation: “the inscription on the bells of the horses will say”
14:20	ez1i		rc://*/ta/man/translate/figs-explicit	the basins in Yahweh’s house	~הַ⁠סִּירוֹת֙ יְהוָ֔ה בְּ⁠בֵ֣ית	0	These basins were used for boiling meat in the courtyard of the temple. Alternate translation: “the cooking pots in the courtyard of the temple”
14:20	c8cd		rc://*/ta/man/translate/figs-explicit	will be like the bowls before the altar	~וְ⁠הָיָ֤ה כַּ⁠מִּזְרָקִ֖ים לִ⁠פְנֵ֥י הַ⁠מִּזְבֵּֽחַ	0	It is implied that the basins will be sacred like the bowls used for catching the blood of the sacrifices. Alternate translation: “will be as sacred as the bowls used at the altar”
14:21	q299			every pot in Jerusalem and Judah will be set apart to Yahweh of hosts	~כָּל סִ֨יר וּ⁠בָ֨אוּ֙ בִּ⁠ירוּשָׁלִַ֜ם וּ⁠בִֽ⁠יהוּדָ֗ה וְ֠⁠הָיָה קֹ֚דֶשׁ לַ⁠יהוָ֣ה צְבָא֔וֹת	0	Various types of pots and utensils were made especially to be used in the temple for the worship of Yahweh and for the sacrifices. These were considered special, not to be used for anything else.
14:21	qfn5		rc://*/ta/man/translate/figs-explicit	traders will no longer be in the house of Yahweh	~כְנַעֲנִ֥י וְ⁠לֹא ע֛וֹד יִהְיֶ֨ה בְּ⁠בֵית יְהוָ֥ה	0	It was the custom for traders to sell the people things they needed in order to make proper sacrifices to Yahweh in the temple. Alternate translation: “people will no longer buy or sell things in the courtyard of the temple of Yahweh”
14:21	hw3t			traders	כְנַעֲנִ֥י	0	Some versions of the Bible translate “traders” as “Canaanites.”
					~		
