Reference	ID	Tags	SupportReference	Quote	OrigQuote	Occurrence	Note
2:6	typ2			Do not fear their words	~אַל תִּירָא֙ מִ⁠דִּבְרֵי⁠הֶ֤ם	0	Alternate translation: “Do not be afraid of what they say.”
2:6	k1u5		rc://*/ta/man/translate/figs-metonymy	be dismayed by their faces	~תֵּחָ֔ת וּ⁠מִ⁠פְּנֵי⁠הֶ֣ם	0	The words “their faces” are a metonym for the message the people express with their faces. Alternate translation: “lose your desire to serve me because of the way they look at you”
2:7	phz2			are most rebellious	~הֵֽמָּה מְרִ֖י	0	Alternate translation: “are very rebellious” or “totally rebel against me”
2:8	ndb7		rc://*/ta/man/translate/figs-metonymy	house	כְּ⁠בֵ֣ית	0	This is a metonym for the family that lives in the house, in this case the Israelites, the descendants of Jacob over many years. See how you translated this in [Ezekiel 2:5](../02/05.md). Alternate translation: “people group”
2:9	p6fn			a hand was extended out to me	יָ֖ד שְׁלוּחָ֣ה אֵלָ֑⁠י	0	This could mean: (1) a person in the heavens had extended his hand out toward Ezekiel and all Ezekiel could see was from the hand to the elbow or shoulder or (2) the “one who looked like a man” ([Ezekiel 1:26](../01/26.md)) extended his hand.
2:9	h5d1			a written scroll	~וְ⁠הִנֵּה מְגִלַּת סֵֽפֶר	0	Alternate translation: “a scroll that had writing on it”
2:10	mxi2			He spread it out	וַ⁠יִּפְרֹ֤שׂ אוֹתָ⁠הּ֙ לְ⁠פָנַ֔⁠י	0	The word “He” refers to the “one who looked like a man” ([Ezekiel 1:26](../01/26.md)).
2:10	h57t		rc://*/ta/man/translate/figs-activepassive	it had been written on both its front and back	וְ⁠הִ֥יא כְתוּבָ֖ה פָּנִ֣ים וְ⁠אָח֑וֹר	0	This can be translated in active form. Alternate translation: “someone had written on both its front and its back”
2:10	vh4l		rc://*/ta/man/translate/figs-abstractnouns	written on it were lamentations, mourning, and woe	וְ⁠כָת֣וּב אֵלֶ֔י⁠הָ קִנִ֥ים וָ⁠הֶ֖גֶה וָ⁠הִֽי	0	This can be restated to remove the abstract nouns “lamentations,” “mourning,” and “woe.” Alternate translation: “someone had written on it that these people would lament, be sad the way they would be if someone they loved had died, and have bad things happen to them”
3:intro	g699					0	# Ezekiel 3 General Notes\n\n## Structure and formatting\n\nEzekiel’s call concludes in this chapter. God told Ezekiel more about what he should say to the people and how he should say it. (See: [[rc://*/tw/dict/bible/kt/call]])
3:1	brw3			He said to me	וַ⁠יֹּ֣אמֶר אֵלַ֔⁠י	0	The word “He” refers to the “one who looked like a man” ([Ezekiel 1:26](../01/26.md)).
3:1	j5ix			Son of man	בֶּן אָדָ֕ם	0	God calls Ezekiel this to emphasize that Ezekiel is only a human being. God is eternal and powerful, but humans are not. See how you translated this in [Ezekiel 2:1](../02/01.md). Alternate translation: “Mortal person” or “Human”
3:1	ze6y			what you have found	~אֲשֶׁר אֵ֥ת תִּמְצָ֖א	0	This refers to the scroll that God was giving him ([Ezekiel 2:9](../02/09.md)).
3:1	vqx6		rc://*/ta/man/translate/figs-metonymy	the house of Israel	בֵּ֥ית יִשְׂרָאֵֽל	0	The word “house” is a metonym for the family that lives in the house, in this case the Israelites, the descendants of Jacob over many years. Alternate translation: “the Israelites” or “the Israelite people group”
3:2	zj66			that scroll	~הַ⁠זֹּֽאת הַ⁠מְּגִלָּ֥ה	0	Many versions have “the scroll” or “this scroll.”
3:3	ky32			feed your belly and fill your stomach with this scroll	~תַֽאֲכֵל֙ וּ⁠מֵעֶ֣י⁠ךָ תְמַלֵּ֔א בִּטְנְ⁠ךָ֤ אֵ֚ת הַ⁠זֹּ֔את הַ⁠מְּגִלָּ֣ה	0	The word “belly” refers to the part of the body people can see from the outside. The word “stomach” refers to the internal organs inside the belly.
3:3	hl4l			it was as sweet as honey	~וַ⁠תְּהִ֥י לְ⁠מָתֽוֹק כִּ⁠דְבַ֥שׁ	0	Honey tastes sweet, and the scroll tasted sweet.
3:4	m9d9			he said to me	אֵלָ֑⁠י	0	If your language has to identify the one speaking, it would be best to identify the speaker as the “one who looked like a man” ([Ezekiel 1:26](../01/26.md)). It was not “the Spirit.”
3:4	sch3		rc://*/ta/man/translate/figs-metonymy	the house of Israel	בֵּ֣ית יִשְׂרָאֵ֔ל	0	The word “house” is a metonym for the family that lives in the house, in this case the Israelites, the descendants of Jacob over many years. See how you translated this in [Ezekiel 3:1](../03/01.md). Alternate translation: “the Israelites” or “the Israelite people group”
3:6	t81j			of strange speech or a difficult language	~עִמְקֵ֤י לָשׁ֔וֹן וְ⁠כִבְדֵ֣י שָׂפָה֙	0	Alternate translation: “who speak a strange or difficult language”
3:6	gnx2			not to many peoples of strange speech	~לֹ֣א אֶל רַבִּ֗ים עַמִּ֣ים עִמְקֵ֤י לָשׁ֔וֹן	0	Alternate translation: “I am not sending you to a mighty nation whose people speak a strange language”
3:6	xr55		rc://*/ta/man/translate/figs-hypo	if I sent you to them, they would have listened to you	~אִם שְׁלַחְתִּ֔י⁠ךָ אֲלֵי⁠הֶם֙ אֵלֶֽי⁠ךָ הֵ֖מָּה אֲשֶׁ֥ר יִשְׁמְע֥וּ	0	This is a hypothetical situation that could have happened but did not. Yahweh did not send Ezekiel to people who did not understand his language.
3:6	f2qs			if I sent you to them	~אִם שְׁלַחְתִּ֔י⁠ךָ אֲלֵי⁠הֶם֙ אֵלֶֽי⁠ךָ	0	The word “them” refers to a mighty nation other than Israel.
3:7	w94c		rc://*/ta/man/translate/figs-doublet	strong browed and hard hearted	~וּ⁠קְשֵׁי מֵ֥צַח חִזְקֵי לֵ֖ב	0	These mean basically the same thing. Alternate translation: “very rebellious” or “very stubborn”
3:7	m967		rc://*/ta/man/translate/figs-idiom	strong browed	~וּ⁠קְשֵׁי מֵ֥צַח	0	This is an idiom. Alternate translation: “unwilling to change”
3:7	sq7w		rc://*/ta/man/translate/figs-metaphor	hard hearted	~חִזְקֵי לֵ֖ב	0	This phrase suggests that the people resist God and are unwilling to obey him. The heart is used to describe the place in the body where a person decides what they want to do. See how you translated this in [Ezekiel 2:4](../02/04.md).
3:8	d8jm			Behold!	הִנֵּ֨ה	0	The word “Behold” here alerts Ezekiel to pay attention to the surprising information that follows.
3:8	sx8p		rc://*/ta/man/translate/figs-metaphor	I have made your face as hard as their faces	~נָתַ֧תִּי פָּנֶ֛י⁠ךָ אֶת חֲזָקִ֖ים לְ⁠עֻמַּ֣ת פְּנֵי⁠הֶ֑ם	0	A hard face is a metaphor for being stubborn. Alternate translation: “I have made you as stubborn as they are”
3:8	zi9j		rc://*/ta/man/translate/figs-metonymy	I have made … your brow as hard as their brows	~	0	The “brow” is the forehead or eyebrow and is a metonym for what the person thinks. Alternate translation: “I have made … you strong so you will not stop doing what you are doing”
3:9	ij8a			I have made your brow like a diamond, harder than flint	~נָתַ֣תִּי מִצְחֶ֑⁠ךָ כְּ⁠שָׁמִ֛יר חָזָ֥ק מִ⁠צֹּ֖ר	0	Alternate translation: “I have made your brow like the hardest stone, harder than flint”
3:9	rz3c			flint	מִ⁠צֹּ֖ר	0	a stone that is hard enough to start a fire by hitting it with metal or another stone
3:9	z3m8		rc://*/ta/man/translate/figs-metonymy	house	בֵּֽית	0	This is a metonym for the family that lives in the house, in this case the Israelites, the descendants of Jacob over many years. See how you translated this in [Ezekiel 2:5](../02/05.md). Alternate translation: “people group”
3:10	z6et		rc://*/ta/man/translate/figs-metonymy	take them into your heart and hear them with your ears	~קַ֥ח בִּֽ⁠לְבָבְ⁠ךָ֖ וַ⁠יֹּ֖אמֶר שְׁמָֽע וּ⁠בְ⁠אָזְנֶ֥י⁠ךָ	0	Here “heart” represents a person’s mind. Alternate translation: “remember them and listen carefully”
3:11	len2			Then go to the captives	וְ⁠לֵ֨ךְ בֹּ֤א אֶל הַ⁠גּוֹלָה֙	0	The word “captives” refers to the people of Israel who were living in Babylon.
3:11	e5ix			your people	בְּנֵ֣י עַמֶּ֔⁠ךָ	0	“your people group.” Ezekiel had lived in Judah before the Babylonians took him to Babylon.
3:11	p7ah			Lord Yahweh	אֲדֹנָ֣⁠י יְהֹוִ֑ה	0	See how you translated this in [Ezekiel 2:4](../02/04.md).
3:12	it6a			I heard behind me the sound of a great earthquake: “Blessed be the glory of Yahweh from his place!”	~וָ⁠אֶשְׁמַ֣ע אַחֲרַ֔⁠י ק֖וֹל גָּד֑וֹל רַ֣עַשׁ בָּר֥וּךְ כְּבוֹד יְהוָ֖ה מִ⁠מְּקוֹמֽ⁠וֹ	0	Some versions take “Blessed … place!” as a words that the “great earthquake” spoke: “I heard behind me the sound of a great earthquake, which said, ‘Blessed be the glory of Yahweh from his place!’” Others understand the sound of the earthquake as the sound of the glory of Yahweh leaving his place, “as the glory of Yahweh left its place, I heard behind me the sound of a great earthquake.”
3:12	pl7p			the sound of a great earthquake	~ק֖וֹל גָּד֑וֹל רַ֣עַשׁ	0	It is not clear if the sound came from an earthquake, from a voice that was loud like an earthquake, or from the wings and wheels. Alternate translation: “a sound like the sound of a great earthquake” or “a voice speaking; the voice sounded like a great earthquake” or “a loud rumbling noise”
3:12	xj77			the glory of Yahweh	כְּבוֹד יְהוָ֖ה	0	See how you translated this in [Ezekiel 1:28](../01/28.md).
3:12	uf64			the sound of a great earthquake	~ק֖וֹל גָּד֑וֹל רַ֣עַשׁ	0	Alternate translation: “a loud, deep and powerful rumbling sound like the sound of an earthquake”
3:14	h4qw				~	0	# General Information:\n\nEzekiel seems to have been angry because Yahweh had sent him to speak to the Israelite exiles, thus rebelling against Yahweh himself. Though he was supposed to speak to them, he sat in silence for seven days, even though he could feel the anger of Yahweh “powerfully pressing on” him.
3:14	t94w			away, and I went with bitterness in my spirit’s rage	~וַ⁠תִּקָּחֵ֑⁠נִי וָ⁠אֵלֵ֥ךְ מַר֙ רוּחִ֔⁠י בַּ⁠חֲמַ֣ת	0	The words “bitterness” and “rage” are types of anger. This can be stated as a separate sentence. Alternate translation: “away. I was bitter and my spirit was full of anger” or “away. I was very bitter and angry”
3:14	x1uf		rc://*/ta/man/translate/figs-metaphor	bitterness	מַר֙	0	Ezekiel speaks of his anger at Yahweh as if there were a bad taste in his mouth because Yahweh had forced him to eat something that tasted bad.
3:14	w8rt		rc://*/ta/man/translate/figs-metaphor	for the hand of Yahweh was powerfully pressing on me	~וְ⁠יַד יְהוָ֥ה חָזָֽקָה עָלַ֖⁠י	0	Ezekiel speaks of being sad and tired because Yahweh had commanded him to do things he did not want to do as if Yahweh were pushing him down into the ground.
3:14	llb2		rc://*/ta/man/translate/figs-metonymy	the hand of Yahweh	וְ⁠יַד יְהוָ֥ה	0	This could mean: (1) the word “hand” is often used to refer to someone’s power or action. Alternate translation: “the power of Yahweh” or (2) Ezekiel knew that Yahweh was angry with him because he was not obeying Yahweh by speaking to the Israelite exiles.
3:15	i5bx		rc://*/ta/man/translate/translate-names	Tel Aviv	תֵּ֣ל אָ֠בִיב	0	A town in Babylon, about 80 kilometers southeast of the main city, which was also called Babylon.
3:15	bin3			the Kebar Canal	~יוֹשְׁבִ֣ים כְּבָר֙ נְהַר	0	This is a river that people in Chaldea had dug to give water to their gardens. See how you translated this in [Ezekiel 1:1](../01/01.md).
3:15	n8yl			overwhelmed in amazement	מַשְׁמִ֥ים	0	Alternate translation: “unable to do anything because I was so amazed”
3:16	gj4t				~	0	# General Information:\n\nEzekiel tells about his experience at Tel-Aviv.
3:16	ul6w		rc://*/ta/man/translate/figs-idiom	the word of Yahweh came	וַ⁠יְהִ֥י דְבַר יְהוָ֖ה אֵלַ֥⁠י	0	This is an idiom that is used to introduce something that God told his prophets or his people. Alternate translation: “Yahweh spoke this message” or “Yahweh spoke these words”
3:17	rf13		rc://*/ta/man/translate/figs-metaphor	watchman	צֹפֶ֥ה	0	God told Ezekiel to warn the people of Israel just as a watchman would warn the people of a city if enemies were coming, so that they could prepare and be safe.
3:17	xc2d		rc://*/ta/man/translate/figs-metonymy	the house of Israel	לְ⁠בֵ֣ית יִשְׂרָאֵ֑ל	0	The word “house” is a metonym for the family that lives in the house, in this case the Israelites, the descendants of Jacob over many years. See how you translated this in [Ezekiel 3:1](../03/01.md). Alternate translation: “the Israelites” or “the Israelite people group”
